token	frequency	bucket	is_propn	caps_majority	lemma
grouchy	2	common_gap	0	0	grouchy
growls	2	common_gap	0	0	growl
guessing	2	inflection_miss	0	0	guess
gulp	2	common_gap	0	0	gulp
hairdresser	2	common_gap	0	0	hairdresser
haired	2	common_gap	0	0	haire
hallways	2	common_gap	0	0	hallway
hammered	2	common_gap	0	0	hammer
harvest	2	common_gap	0	0	harvest
having	2	inflection_miss	0	0	have
hearty	2	common_gap	0	0	hearty
heavenly	2	common_gap	0	0	heavenly
helped	2	inflection_miss	0	0	help
helpers	2	common_gap	0	0	helper
hesitation	2	common_gap	0	0	hesitation
hideaway	2	common_gap	0	0	hideaway
highness	2	proper_noun	1	1	highness
hiked	2	common_gap	0	0	hike
hissing	2	common_gap	0	0	hiss
honesty	2	proper_noun	1	0	honesty
hooks	2	common_gap	0	0	hook
hoops	2	common_gap	0	0	hoop
hooray	2	proper_noun	1	1	hooray
hooted	2	common_gap	0	0	hoot
hooves	2	common_gap	0	0	hoof
hotter	2	common_gap	0	0	hotter
hovered	2	common_gap	0	0	hover
hurriedly	2	common_gap	0	0	hurriedly
illuminated	2	common_gap	0	0	illuminate
impatiently	2	common_gap	0	0	impatiently
infants	2	common_gap	0	0	infant
inseparable	2	common_gap	0	0	inseparable
insistent	2	common_gap	0	0	insistent
itches	2	common_gap	0	0	itch
jellybeans	2	common_gap	0	0	jellybean
jogs	2	common_gap	0	0	jog
juggling	2	common_gap	0	0	juggle
junkyard	2	common_gap	0	0	junkyard
kept	2	inflection_miss	0	0	keep
kevin	2	proper_noun	1	1	kevin
knights	2	common_gap	0	0	knights
knots	2	common_gap	0	0	knot
lawnmower	2	common_gap	0	0	lawnmower
lea	2	proper_noun	1	1	lea
leaped	2	common_gap	0	0	leap
learner	2	common_gap	0	0	learner
lego	2	proper_noun	1	1	lego
lens	2	common_gap	0	0	len
liam	2	proper_noun	1	1	liam
librarian	2	common_gap	0	0	librarian
lightly	2	common_gap	0	0	lightly
lookout	2	common_gap	0	0	lookout
louisa	2	proper_noun	1	1	louisa
loves	2	inflection_miss	0	0	love
lovingly	2	common_gap	0	0	lovingly
luke	2	proper_noun	1	1	luke
lullaby	2	common_gap	0	0	lullaby
lush	2	common_gap	0	0	lush
lying	2	inflection_miss	0	0	lie
ma'am	2	common_gap	0	0	ma'am
mac	2	common_gap	0	0	mac
makers	2	common_gap	0	0	maker
mango	2	common_gap	0	0	mango
markings	2	common_gap	0	0	marking
marveling	2	common_gap	0	0	marvel
mcqueen	2	proper_noun	1	1	mcqueen
meena	2	proper_noun	1	1	meena
meowing	2	common_gap	0	0	meow
merry	2	common_gap	0	0	merry
mi	2	proper_noun	1	0	mi
midst	2	common_gap	0	0	midst
mini	2	common_gap	0	0	mini
mixing	2	inflection_miss	0	0	mix
moe	2	proper_noun	1	1	moe
mooed	2	common_gap	0	0	moo
moonlight	2	common_gap	0	0	moonlight
motioned	2	common_gap	0	0	motion
mower	2	common_gap	0	0	mower
munched	2	common_gap	0	0	munch
mural	2	common_gap	0	0	mural
murky	2	common_gap	0	0	murky
musty	2	common_gap	0	0	musty
nearer	2	common_gap	0	0	nearer
nestled	2	common_gap	0	0	nestle
nibble	2	common_gap	0	0	nibble
nightlight	2	common_gap	0	0	nightlight
nightstand	2	common_gap	0	0	nightstand
obliged	2	common_gap	0	0	oblige
obstacle	2	common_gap	0	0	obstacle
octopuses	2	common_gap	0	0	octopus
oily	2	common_gap	0	0	oily
oohed	2	common_gap	0	0	ooh
organised	2	common_gap	0	0	organise
organiser	2	common_gap	0	0	organiser
otters	2	common_gap	0	0	otter
pad	2	common_gap	0	0	pad
paddling	2	common_gap	0	0	paddle
pail	2	common_gap	0	0	pail
paintbrushes	2	common_gap	0	0	paintbrush
palms	2	common_gap	0	0	palm
panicked	2	common_gap	0	0	panic
patting	2	common_gap	0	0	pat
peacefulness	2	common_gap	0	0	peacefulness
peaches	2	common_gap	0	0	peach
peacock	2	common_gap	0	0	peacock
peak	2	common_gap	0	0	peak
perch	2	common_gap	0	0	perch
persuasive	2	common_gap	0	0	persuasive
pickles	2	common_gap	0	0	pickle
piggybank	2	common_gap	0	0	piggybank
pills	2	common_gap	0	0	pill
pinching	2	common_gap	0	0	pinch
pity	2	common_gap	0	0	pity
plaster	2	common_gap	0	0	plaster
pondered	2	common_gap	0	0	ponder
poppies	2	common_gap	0	0	poppy
pounced	2	common_gap	0	0	pounce
pout	2	common_gap	0	0	pout
pry	2	common_gap	0	0	pry
pucker	2	common_gap	0	0	pucker
puffing	2	common_gap	0	0	puff
purrs	2	common_gap	0	0	purr
quarreling	2	common_gap	0	0	quarrel
quickened	2	common_gap	0	0	quicken
rack	2	common_gap	0	0	rack
raging	2	common_gap	0	0	rag
realise	2	common_gap	0	0	realise
reassure	2	common_gap	0	0	reassure
reassuringly	2	common_gap	0	0	reassuringly
rebuild	2	common_gap	0	0	rebuild
receptionist	2	common_gap	0	0	receptionist
recess	2	common_gap	0	0	recess
reckless	2	common_gap	0	0	reckless
reflective	2	common_gap	0	0	reflective
repairman	2	common_gap	0	0	repairman
responsibly	2	common_gap	0	0	responsibly
restful	2	common_gap	0	0	restful
resting	2	inflection_miss	0	0	rest
rewarding	2	inflection_miss	0	0	reward
riddles	2	common_gap	0	0	riddle
rinsed	2	common_gap	0	0	rinse
rips	2	common_gap	0	0	rip
ritual	2	common_gap	0	0	ritual
roast	2	common_gap	0	0	roast
roasted	2	common_gap	0	0	roast
robber	2	common_gap	0	0	robber
robbers	2	common_gap	0	0	robber
rotten	2	common_gap	0	0	rotten
rumbled	2	common_gap	0	0	rumble
rumbling	2	common_gap	0	0	rumble
rustle	2	common_gap	0	0	rustle
rustled	2	common_gap	0	0	rustle
sang	2	inflection_miss	0	0	sing
savored	2	common_gap	0	0	savor
sawing	2	inflection_miss	0	0	saw
scenery	2	common_gap	0	0	scenery
scold	2	common_gap	0	0	scold
scooping	2	common_gap	0	0	scoop
scoops	2	common_gap	0	0	scoop
scowled	2	common_gap	0	0	scowl
scraped	2	common_gap	0	0	scrap
scraps	2	common_gap	0	0	scrap
scratching	2	common_gap	0	0	scratch
scratchy	2	common_gap	0	0	scratchy
scribbled	2	common_gap	0	0	scribble
searching	2	inflection_miss	0	0	search
sensors	2	common_gap	0	0	sensor
shady	2	common_gap	0	0	shady
shapey	2	proper_noun	1	1	shapey
shhh	2	proper_noun	1	1	shhh
shimmering	2	common_gap	0	0	shimmer
shines	2	common_gap	0	0	shin
shortcut	2	common_gap	0	0	shortcut
shouting	2	inflection_miss	0	0	shout
shuffle	2	proper_noun	1	1	shuffle
sighing	2	common_gap	0	0	sigh
sill	2	common_gap	0	0	sill
siren	2	common_gap	0	0	siren
skulls	2	common_gap	0	0	skull
slammed	2	common_gap	0	0	slam
sleepier	2	common_gap	0	0	sleepy
sleeves	2	common_gap	0	0	sleeve
smeared	2	common_gap	0	0	smear
smoothly	2	common_gap	0	0	smoothly
snapping	2	common_gap	0	0	snap
snaps	2	common_gap	0	0	snap
snarled	2	common_gap	0	0	snarl
sneaking	2	common_gap	0	0	sneak
sneaks	2	common_gap	0	0	sneak
sneezes	2	common_gap	0	0	sneeze
snooze	2	common_gap	0	0	snooze
snoozing	2	common_gap	0	0	snooze
snowballs	2	common_gap	0	0	snowball
snowmen	2	common_gap	0	0	snowman
soaking	2	common_gap	0	0	soak
sobs	2	common_gap	0	0	sobs
softness	2	common_gap	0	0	softness
soothing	2	common_gap	0	0	soothe
soundly	2	common_gap	0	0	soundly
speechless	2	common_gap	0	0	speechless
splat	2	proper_noun	0	1	splat
splish	2	common_gap	0	0	splish
spooked	2	common_gap	0	0	spook
sprout	2	common_gap	0	0	sprout
squawk	2	common_gap	0	0	squawk
squeaked	2	common_gap	0	0	squeak
squeal	2	common_gap	0	0	squeal
squinting	2	common_gap	0	0	squint
squirted	2	common_gap	0	0	squirt
squish	2	common_gap	0	0	squish
squished	2	common_gap	0	0	squish
stall	2	common_gap	0	0	stall
starling	2	common_gap	0	0	starle
stayed	2	inflection_miss	0	0	stay
steering	2	common_gap	0	0	steer
stitched	2	common_gap	0	0	stitch
stomping	2	common_gap	0	0	stomp
stool	2	common_gap	0	0	stool
strapped	2	common_gap	0	0	strap
strawberries	2	common_gap	0	0	strawberry
strokes	2	common_gap	0	0	stroke
stroking	2	common_gap	0	0	stroke
stroll	2	common_gap	0	0	stroll
strutted	2	common_gap	0	0	strut
stung	2	common_gap	0	0	stung
stuttered	2	common_gap	0	0	stutter
sugary	2	common_gap	0	0	sugary
superheroes	2	common_gap	0	0	superhero
surprisingly	2	common_gap	0	0	surprisingly
surrendering	2	common_gap	0	0	surrender
suspicious	2	common_gap	0	0	suspicious
swallowed	2	common_gap	0	0	swallow
swat	2	common_gap	0	0	swat
sweaty	2	common_gap	0	0	sweaty
swell	2	common_gap	0	0	swell
swimmer	2	common_gap	0	0	swimmer
swirling	2	common_gap	0	0	swirl
swirls	2	common_gap	0	0	swirls
swollen	2	common_gap	0	0	swollen
tantrum	2	common_gap	0	0	tantrum
tar	2	common_gap	0	0	tar
teamwork	2	common_gap	0	0	teamwork
tentacles	2	common_gap	0	0	tentacle
terribly	2	common_gap	0	0	terribly
texture	2	common_gap	0	0	texture
thankfully	2	common_gap	0	0	thankfully
thoughtfulness	2	common_gap	0	0	thoughtfulness
tides	2	common_gap	0	0	tide
tilted	2	common_gap	0	0	tilt
timid	2	common_gap	0	0	timid
tirelessly	2	common_gap	0	0	tirelessly
tiring	2	inflection_miss	0	0	tire
tissue	2	common_gap	0	0	tissue
tocked	2	common_gap	0	0	tocke
toed	2	common_gap	0	0	toed
toolbox	2	common_gap	0	0	toolbox
tossed	2	common_gap	0	0	toss
trading	2	common_gap	0	0	trading
treasured	2	common_gap	0	0	treasure
trimmed	2	common_gap	0	0	trim
trousers	2	common_gap	0	0	trouser
trudged	2	common_gap	0	0	trudge
trumpets	2	common_gap	0	0	trumpet
trunks	2	common_gap	0	0	trunk
trustworthy	2	common_gap	0	0	trustworthy
tuck	2	common_gap	0	0	tuck
tumbling	2	common_gap	0	0	tumble
twinkly	2	common_gap	0	0	twinkly
twirls	2	common_gap	0	0	twirls
twitch	2	proper_noun	1	1	twitch
uncover	2	common_gap	0	0	uncover
undo	2	common_gap	0	0	undo
ungrateful	2	common_gap	0	0	ungrateful
uniting	2	common_gap	0	0	unite
unloaded	2	common_gap	0	0	unload
unlocking	2	common_gap	0	0	unlock
unlocks	2	common_gap	0	0	unlock
unroll	2	common_gap	0	0	unroll
untangled	2	common_gap	0	0	untangle
untie	2	common_gap	0	0	untie
unwanted	2	common_gap	0	0	unwanted
venture	2	common_gap	0	0	venture
victorious	2	common_gap	0	0	victorious
vines	2	common_gap	0	0	vine
waggled	2	common_gap	0	0	waggle
waists	2	common_gap	0	0	waist
watchful	2	common_gap	0	0	watchful
waterfall	2	proper_noun	1	0	waterfall
webcam	2	common_gap	0	0	webcam
weightless	2	common_gap	0	0	weightless
welcoming	2	inflection_miss	0	0	welcome
whilst	2	common_gap	0	0	whilst
whined	2	common_gap	0	0	whine
whirlpool	2	common_gap	0	0	whirlpool
whispering	2	common_gap	0	0	whispering
whooping	2	common_gap	0	0	whoop
wider	2	inflection_miss	0	0	wide
windier	2	common_gap	0	0	windier
winding	2	inflection_miss	0	0	wind
winked	2	common_gap	0	0	wink
wisely	2	common_gap	0	0	wisely
wiser	2	proper_noun	1	0	wiser
woah	2	proper_noun	0	1	woah
woodpecker	2	common_gap	0	0	woodpecker
x.	2	common_gap	0	0	x.
zoe	2	proper_noun	1	1	zoe
$	1	common_gap	0	0	$
'bout	1	common_gap	0	0	'bout
abide	1	common_gap	0	0	abide
aboard	1	common_gap	0	0	aboard
achy	1	common_gap	0	0	achy
acting	1	inflection_miss	0	0	act
adjust	1	common_gap	0	0	adjust
adjusting	1	common_gap	0	0	adjust
admiringly	1	common_gap	0	0	admiringly
adventuresome	1	common_gap	0	0	adventuresome
afloat	1	common_gap	0	0	afloat
ahchoo	1	proper_noun	1	1	ahchoo
ahh	1	proper_noun	1	1	ahh
ahhh	1	proper_noun	0	1	ahhh
ahhhhhh	1	proper_noun	1	1	ahhhhhh
aisles	1	common_gap	0	0	aisle
ajar	1	common_gap	0	0	ajar
alerted	1	common_gap	0	0	alert
alleyways	1	common_gap	0	0	alleyways
allowance	1	common_gap	0	0	allowance
alphabet	1	common_gap	0	0	alphabet
amazingly	1	proper_noun	0	1	amazingly
amiss	1	common_gap	0	0	amiss
ancestors	1	common_gap	0	0	ancestor
andjim	1	common_gap	0	0	andjim
antics	1	common_gap	0	0	antic
anything-	1	common_gap	0	0	anything-
apologizer	1	common_gap	0	0	apologizer
apology	1	common_gap	0	0	apology
appeared	1	inflection_miss	0	0	appear
applause	1	common_gap	0	0	applause
appreciated	1	inflection_miss	0	0	appreciate
appreciative	1	common_gap	0	0	appreciative
aquarium	1	common_gap	0	0	aquarium
arch	1	common_gap	0	0	arch
arched	1	common_gap	0	0	arch
archer	1	common_gap	0	0	archer
archery	1	common_gap	0	0	archery
arctic	1	proper_noun	1	1	arctic
argh	1	proper_noun	1	1	argh
ashes	1	common_gap	0	0	ash
asking	1	inflection_miss	0	0	ask
assemble	1	common_gap	0	0	assemble
assured	1	common_gap	0	0	assure
astronauts	1	common_gap	0	0	astronaut
attics	1	common_gap	0	0	attic
automobile	1	common_gap	0	0	automobile
autumn	1	common_gap	0	0	autumn
awaited	1	common_gap	0	0	await
awely	1	common_gap	0	0	awely
awestruck	1	common_gap	0	0	awestruck
baaed	1	common_gap	0	0	baaed
babysitter	1	common_gap	0	0	babysitter
back,"be	1	common_gap	0	0	back,"be
badges	1	common_gap	0	0	badge
bail	1	common_gap	0	0	bail
bait	1	proper_noun	1	0	bait
baked	1	inflection_miss	0	0	bake
baking	1	inflection_miss	0	0	bake
balancer	1	common_gap	0	0	balancer
banging	1	common_gap	0	0	bang
barnyard	1	common_gap	0	0	barnyard
barrels	1	common_gap	0	0	barrel
baskets	1	common_gap	0	0	basket
bathing	1	inflection_miss	0	0	bath
beachs	1	common_gap	0	0	beachs
beaks	1	common_gap	0	0	beak
bearable	1	common_gap	0	0	bearable
beavers	1	proper_noun	0	1	beaver
bedspread	1	common_gap	0	0	bedspread
beeping	1	common_gap	0	0	beep
behold	1	common_gap	0	0	behold
bendy	1	common_gap	0	0	bendy
beneficial	1	common_gap	0	0	beneficial
bicker	1	common_gap	0	0	bicker
bicyles	1	common_gap	0	0	bicyle
bien	1	proper_noun	1	0	bien
bin-	1	common_gap	0	0	bin-
bippity	1	proper_noun	1	1	bippity
birdies	1	common_gap	0	0	birdie
birdsong	1	common_gap	0	0	birdsong
biscuit	1	common_gap	0	0	biscuit
blackbird	1	common_gap	0	0	blackbird
blade	1	common_gap	0	0	blade
blessings	1	common_gap	0	0	blessing
blinking	1	common_gap	0	0	blink
blinks	1	common_gap	0	0	blink
blob	1	common_gap	0	0	blob
blobs	1	common_gap	0	0	blob
blossomed	1	common_gap	0	0	blossom
blossoms	1	common_gap	0	0	blossom
blowing	1	inflection_miss	0	0	blow
boastful	1	common_gap	0	0	boastful
bobbed	1	common_gap	0	0	bobbed
bobbing	1	common_gap	0	0	bob
bold	1	common_gap	0	0	bold
bolts	1	common_gap	0	0	bolt
bond-	1	common_gap	0	0	bond-
bonita	1	proper_noun	1	0	bonita
bookshelves	1	common_gap	0	0	bookshelf
booming	1	common_gap	0	0	boom
booms	1	common_gap	0	0	boom
boosted	1	common_gap	0	0	boost
boppity	1	proper_noun	1	1	boppity
boredom	1	common_gap	0	0	boredom
borrowing	1	inflection_miss	0	0	borrow
bounding	1	common_gap	0	0	bound
bouquet	1	common_gap	0	0	bouquet
brag	1	common_gap	0	0	brag
brainstorming	1	common_gap	0	0	brainstorm
brass	1	common_gap	0	0	brass
bravado	1	common_gap	0	0	bravado
brayed	1	common_gap	0	0	bray
breakthrough	1	common_gap	0	0	breakthrough
brewing	1	common_gap	0	0	brew
brigade	1	common_gap	0	0	brigade
brighten	1	common_gap	0	0	brighten
broomstick	1	common_gap	0	0	broomstick
brownish	1	common_gap	0	0	brownish
browsed	1	common_gap	0	0	browse
bruise	1	common_gap	0	0	bruise
bruises	1	common_gap	0	0	bruise
brushing	1	inflection_miss	0	0	brush
buck	1	common_gap	0	0	buck
buckles	1	common_gap	0	0	buckle
builder	1	common_gap	0	0	builder
bumping	1	common_gap	0	0	bump
burps	1	common_gap	0	0	burp
busily	1	common_gap	0	0	busily
buzzes	1	common_gap	0	0	buzz
cackled	1	common_gap	0	0	cackle
calming	1	inflection_miss	0	0	calm
calmness	1	common_gap	0	0	calmness
calmyou	1	common_gap	0	0	calmyou
campers	1	common_gap	0	0	camper
canes	1	common_gap	0	0	cane
canoes	1	common_gap	0	0	canoe
canyon	1	common_gap	0	0	canyon
canyons	1	common_gap	0	0	canyon
caramel	1	proper_noun	1	0	caramel
careening	1	common_gap	0	0	careen
caretaker	1	common_gap	0	0	caretaker
cartwheels	1	common_gap	0	0	cartwheel
carve	1	common_gap	0	0	carve
carving	1	common_gap	0	0	carve
catchy	1	common_gap	0	0	catchy
caterpillars	1	common_gap	0	0	caterpillar
cautioned	1	common_gap	0	0	caution
cawing	1	common_gap	0	0	caw
cereals	1	common_gap	0	0	cereal
challenging	1	inflection_miss	0	0	challenge
charmy	1	common_gap	0	0	charmy
charred	1	common_gap	0	0	char
chatter	1	common_gap	0	0	chatter
chattering	1	common_gap	0	0	chatter
chatty	1	common_gap	0	0	chatty
checkup	1	common_gap	0	0	checkup
cheery	1	common_gap	0	0	cheery
cherish	1	common_gap	0	0	cherish
chimed	1	common_gap	0	0	chime
chimneys	1	common_gap	0	0	chimney
chin	1	common_gap	0	0	chin
chocolaty	1	common_gap	0	0	chocolaty
choked	1	common_gap	0	0	choke
chomping	1	common_gap	0	0	chomp
choppy	1	common_gap	0	0	choppy
chords	1	common_gap	0	0	chord
chore	1	common_gap	0	0	chore
chorus	1	common_gap	0	0	chorus
chug	1	common_gap	0	0	chug
chunk	1	common_gap	0	0	chunk
churning	1	common_gap	0	0	churn
clam	1	common_gap	0	0	clam
clambered	1	common_gap	0	0	clamber
classwork	1	common_gap	0	0	classwork
claw	1	common_gap	0	0	claw
clawed	1	common_gap	0	0	claw
cleaner	1	common_gap	0	0	cleaner
cleanly	1	common_gap	0	0	cleanly
cleansing	1	common_gap	0	0	cleansing
cleverer	1	common_gap	0	0	cleverer
cleverly	1	common_gap	0	0	cleverly
clingin	1	common_gap	0	0	clingin
clink	1	common_gap	0	0	clink
clipped	1	common_gap	0	0	clip
clothesline	1	common_gap	0	0	clothesline
cloudless	1	common_gap	0	0	cloudless
clucking	1	common_gap	0	0	cluck
clumsily	1	common_gap	0	0	clumsily
clutched	1	common_gap	0	0	clutch
cluttered	1	common_gap	0	0	cluttered
cocoons	1	common_gap	0	0	cocoon
coiled	1	common_gap	0	0	coil
colder	1	common_gap	0	0	colder
collaboration	1	common_gap	0	0	collaboration
collage	1	common_gap	0	0	collage
collars	1	common_gap	0	0	collar
colony	1	common_gap	0	0	colony
coloring	1	inflection_miss	0	0	color
comforted	1	inflection_miss	0	0	comfort
commotion	1	common_gap	0	0	commotion
como	1	common_gap	0	0	como
companionable	1	common_gap	0	0	companionable
compartment	1	common_gap	0	0	compartment
compliment	1	common_gap	0	0	compliment
compromise	1	common_gap	0	0	compromise
concentrated	1	inflection_miss	0	0	concentrate
conductor	1	common_gap	0	0	conductor
cones	1	common_gap	0	0	cone
congratulations	1	proper_noun	1	1	congratulation
conquer	1	common_gap	0	0	conquer
considerate	1	common_gap	0	0	considerate
console	1	common_gap	0	0	console
contagious	1	common_gap	0	0	contagious
contentedly	1	common_gap	0	0	contentedly
conveyor	1	common_gap	0	0	conveyor
cooing	1	common_gap	0	0	coo
cooked	1	inflection_miss	0	0	cook
cooktop	1	common_gap	0	0	cooktop
coop	1	common_gap	0	0	coop
cooperating	1	common_gap	0	0	cooperate
corridors	1	common_gap	0	0	corridor
couches	1	common_gap	0	0	couch
courageously	1	common_gap	0	0	courageously
courteous	1	common_gap	0	0	courteous
courtyard	1	common_gap	0	0	courtyard
crackle	1	common_gap	0	0	crackle
crackled	1	common_gap	0	0	crackle
craft	1	common_gap	0	0	craft
crafting	1	common_gap	0	0	craft
crafts	1	common_gap	0	0	craft
cranes	1	common_gap	0	0	crane
crannies	1	common_gap	0	0	cranny
cranny	1	common_gap	0	0	cranny
crawly	1	common_gap	0	0	crawly
creaked	1	common_gap	0	0	creak
croak	1	common_gap	0	0	croak
crossly	1	common_gap	0	0	crossly
crowned	1	common_gap	0	0	crown
cruelly	1	common_gap	0	0	cruelly
crumb	1	common_gap	0	0	crumb
crumble	1	common_gap	0	0	crumble
crumbling	1	common_gap	0	0	crumble
crumpled	1	common_gap	0	0	crumple
crunched	1	common_gap	0	0	crunch
crushed	1	common_gap	0	0	crush
cub	1	common_gap	0	0	cub
cub---"be	1	common_gap	0	0	cub---"be
cucumbers	1	common_gap	0	0	cucumber
culprit	1	common_gap	0	0	culprit
curl	1	common_gap	0	0	curl
cutters	1	common_gap	0	0	cutter
cutting	1	inflection_miss	0	0	cut
damp	1	common_gap	0	0	damp
dangled	1	common_gap	0	0	dangle
daydream	1	common_gap	0	0	daydream
daydreaming	1	common_gap	0	0	daydream
deader	1	common_gap	0	0	deader
dearly	1	common_gap	0	0	dearly
deeds	1	common_gap	0	0	deed
delicately	1	common_gap	0	0	delicately
delightful	1	common_gap	0	0	delightful
descended	1	common_gap	0	0	descend
destruction	1	common_gap	0	0	destruction
detour	1	common_gap	0	0	detour
dialed	1	common_gap	0	0	dial
different--	1	common_gap	0	0	different--
ding	1	common_gap	0	0	de
dinnertime	1	common_gap	0	0	dinnertime
dinos	1	common_gap	0	0	dinos
dipping	1	common_gap	0	0	dipping
disagreeable	1	common_gap	0	0	disagreeable
disagreement	1	common_gap	0	0	disagreement
disapointed	1	common_gap	0	0	disapointe
discomfort	1	common_gap	0	0	discomfort
disguising	1	common_gap	0	0	disguise
disgusted	1	common_gap	0	0	disgust
disintegrate	1	common_gap	0	0	disintegrate
disobedient	1	common_gap	0	0	disobedient
disobey	1	common_gap	0	0	disobey
disobeying	1	proper_noun	0	1	disobey
disrespectful	1	common_gap	0	0	disrespectful
disrupting	1	common_gap	0	0	disrupt
distract	1	common_gap	0	0	distract
distressed	1	common_gap	0	0	distressed
ditch	1	common_gap	0	0	ditch
dives	1	common_gap	0	0	dive
dizziness	1	common_gap	0	0	dizziness
docked	1	common_gap	0	0	dock
dodge	1	common_gap	0	0	dodge
dodged	1	common_gap	0	0	dodge
doe	1	common_gap	0	0	doe
dogs	1	inflection_miss	1	0	dog
dollop	1	common_gap	0	0	dollop
doomed	1	common_gap	0	0	doom
doormat	1	common_gap	0	0	doormat
doughnuts	1	common_gap	0	0	doughnut
downstream	1	common_gap	0	0	downstream
doze	1	common_gap	0	0	doze
dreamland	1	proper_noun	1	0	dreamland
drenched	1	common_gap	0	0	drench
drifting	1	common_gap	0	0	drift
drills	1	common_gap	0	0	drill
drinking	1	inflection_miss	0	0	drink
drooling	1	common_gap	0	0	drool
drooping	1	common_gap	0	0	droop
drummers	1	common_gap	0	0	drummer
ducked	1	common_gap	0	0	duck
eachother	1	common_gap	0	0	eachother
easel	1	common_gap	0	0	easel
echo	1	common_gap	0	0	echo
echoing	1	common_gap	0	0	echo
ecstatic	1	common_gap	0	0	ecstatic
eeeew	1	proper_noun	1	1	eeeew
eerie	1	common_gap	0	0	eerie
eh	1	proper_noun	0	1	eh
el	1	proper_noun	1	0	el
elbow	1	common_gap	0	0	elbow
elegant	1	common_gap	0	0	elegant
embarrass	1	common_gap	0	0	embarrass
embraced	1	common_gap	0	0	embrace
empowered	1	common_gap	0	0	empower
enchanted	1	common_gap	0	0	enchant
enclosure	1	common_gap	0	0	enclosure
encouragement	1	common_gap	0	0	encouragement
encouragingly	1	common_gap	0	0	encouragingly
endless	1	common_gap	0	0	endless
endlessly	1	common_gap	0	0	endlessly
enforce	1	common_gap	0	0	enforce
enthralled	1	common_gap	0	0	enthral
enthusiastically	1	common_gap	0	0	enthusiastically
erasers	1	common_gap	0	0	eraser
errand	1	common_gap	0	0	errand
errands	1	common_gap	0	0	errand
estas	1	common_gap	0	0	esta
etc	1	common_gap	0	0	etc
eventhough	1	common_gap	0	0	eventhough
eww	1	proper_noun	1	1	eww
exception	1	common_gap	0	0	exception
excessive	1	proper_noun	0	1	excessive
excite	1	common_gap	0	0	excite
explored	1	inflection_miss	1	0	explore
extravagance	1	common_gap	0	0	extravagance
eyebrows	1	common_gap	0	0	eyebrow
eyed	1	inflection_miss	0	0	eye
eyeshadow	1	common_gap	0	0	eyeshadow
farthest	1	common_gap	0	0	farth
favourites	1	common_gap	0	0	favourite
fawns	1	common_gap	0	0	fawn
fearless	1	common_gap	0	0	fearless
feeder	1	inflection_miss	0	0	feed
festive	1	common_gap	0	0	festive
fetches	1	common_gap	0	0	fetch
fidget	1	common_gap	0	0	fidget
fighter	1	common_gap	0	0	fighter
fillings	1	common_gap	0	0	filling
finder	1	common_gap	0	0	finder
firewood	1	common_gap	0	0	firewood
firing	1	inflection_miss	0	0	fire
flaming	1	inflection_miss	0	0	flame
flaps	1	common_gap	0	0	flap
flavour	1	common_gap	0	0	flavour
flavours	1	common_gap	0	0	flavour
flecks	1	common_gap	0	0	fleck
flee	1	common_gap	0	0	flee
fleeting	1	common_gap	0	0	fleeting
flexed	1	common_gap	0	0	flex
flicked	1	common_gap	0	0	flick
flickering	1	common_gap	0	0	flicker
flier	1	common_gap	0	0	flier
flipper	1	common_gap	0	0	flipper
flippers	1	common_gap	0	0	flipper
flitting	1	common_gap	0	0	flit
flowerbed	1	common_gap	0	0	flowerbe
flowerpots	1	common_gap	0	0	flowerpot
fluff	1	common_gap	0	0	fluff
fluffed	1	common_gap	0	0	fluff
foam	1	common_gap	0	0	foam
foamed	1	common_gap	0	0	foam
focusing	1	inflection_miss	0	0	focus
fondness	1	common_gap	0	0	fondness
fooled	1	common_gap	0	0	fool
foolishness	1	common_gap	0	0	foolishness
foreshadowing	1	common_gap	0	0	foreshadow
forgetful	1	common_gap	0	0	forgetful
fortress	1	common_gap	0	0	fortress
fortunate	1	common_gap	0	0	fortunate
forwards	1	common_gap	0	0	forwards
fragrance	1	common_gap	0	0	fragrance
fragrances	1	common_gap	0	0	fragrance
framed	1	inflection_miss	0	0	frame
freeing	1	inflection_miss	0	0	free
freely	1	common_gap	0	0	freely
freezing	1	inflection_miss	0	0	freeze
freshly	1	common_gap	0	0	freshly
frilly	1	common_gap	0	0	frilly
frogs	1	inflection_miss	1	0	frog
frost	1	common_gap	0	0	frost
fulfilled	1	common_gap	0	0	fulfil
fumble	1	common_gap	0	0	fumble
funeral	1	common_gap	0	0	funeral
funnest	1	common_gap	0	0	funn
funniest	1	common_gap	0	0	funniest
furthest	1	common_gap	0	0	furthest
fuzzier	1	common_gap	0	0	fuzzier
g	1	proper_noun	1	1	g
galloping	1	common_gap	0	0	gallop
galore	1	common_gap	0	0	galore
gathered	1	inflection_miss	0	0	gather
genius	1	common_gap	0	0	genius
gentlly	1	common_gap	0	0	gentlly
giraffes	1	common_gap	0	0	giraffe
glaciers	1	common_gap	0	0	glacier
glancing	1	common_gap	0	0	glance
glared	1	common_gap	0	0	glare
glares	1	common_gap	0	0	glare
glaring	1	common_gap	0	0	glare
gleam	1	common_gap	0	0	gleam
gleaming	1	common_gap	0	0	gleam
gliding	1	common_gap	0	0	gliding
glimpse	1	common_gap	0	0	glimpse
glinted	1	common_gap	0	0	glint
gloom	1	common_gap	0	0	gloom
gluing	1	common_gap	0	0	gluing
goggles	1	common_gap	0	0	goggle
gooey	1	common_gap	0	0	gooey
